avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,depth,gap,breadth_mode,down_days,rvol,trail,hold,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr,xirr_pct_of_base,dd_improvement,wr_improvement,sweet_score
484.6,-16.5,3.94,737.0,52.4,-0.2,-0.05,skip_25-55,3,2.0,0.03,7,d20_g5_skip_25-55_D3_R2.0_T0.03_H7,275.5,-11.4,3.7,1153,52.6,12.584505755527134,1.0,-2.1000000000000014,-999.0
245.6,-18.9,3.34,643.0,51.1,-0.2,-0.02,skip_30-50,3,2.0,0.03,7,d20_g2_skip_30-50_D3_R2.0_T0.03_H7,195.3,-13.5,3.32,1105,51.9,8.92106705645898,3.0999999999999996,-2.8000000000000043,-999.0
242.5,-18.9,3.33,620.0,51.5,-0.2,-0.02,skip_25-50,3,2.0,0.03,7,d20_g2_skip_25-50_D3_R2.0_T0.03_H7,187.2,-13.5,3.31,1036,52.8,8.551068883610451,3.0999999999999996,-1.9000000000000057,-999.0
245.6,-18.9,3.4,617.0,52.1,-0.2,-0.02,skip_30-55,3,2.0,0.03,7,d20_g2_skip_30-55_D3_R2.0_T0.03_H7,195.3,-13.5,3.42,1026,53.8,8.92106705645898,3.0999999999999996,-0.9000000000000057,-999.0
242.5,-18.9,3.4,594.0,52.7,-0.2,-0.02,skip_25-55,3,2.0,0.03,7,d20_g2_skip_25-55_D3_R2.0_T0.03_H7,187.2,-13.5,3.42,957,55.0,8.551068883610451,3.0999999999999996,0.29999999999999716,-999.0
198.8,-18.9,2.89,492.0,50.3,-0.2,-0.02,only_bear<30,3,2.0,0.03,7,d20_g2_only_bear<30_D3_R2.0_T0.03_H7,90.5,-13.5,2.54,652,52.3,4.133930202813814,3.0999999999999996,-2.4000000000000057,-999.0
196.9,-18.9,2.88,469.0,51.4,-0.2,-0.02,only_bear<25,3,2.0,0.03,7,d20_g2_only_bear<25_D3_R2.0_T0.03_H7,85.3,-13.5,2.53,583,54.0,3.896400511602412,3.0999999999999996,-0.7000000000000028,-999.0
222.9,-20.5,3.1,555.0,51.5,-0.2,-0.02,only_broad>50,3,2.0,0.03,7,d20_g2_only_broad>50_D3_R2.0_T0.03_H7,132.8,-18.3,2.93,840,53.3,6.066142883245022,7.9,-1.4000000000000057,-999.0
349.3,-19.7,3.81,820.0,51.3,-0.2,-0.03,none,3,2.0,0.03,7,d20_g3_none_D3_R2.0_T0.03_H7,351.5,-16.7,3.88,1528,50.4,16.05609355015531,6.299999999999999,-4.300000000000004,-999.0
307.7,-18.6,3.62,712.0,51.2,-0.2,-0.03,skip_30-50,3,2.0,0.03,7,d20_g3_skip_30-50_D3_R2.0_T0.03_H7,242.6,-13.5,3.56,1206,50.9,11.081673670747305,3.0999999999999996,-3.8000000000000043,-999.0
298.0,-18.3,3.56,687.0,51.5,-0.2,-0.03,skip_25-50,3,2.0,0.03,7,d20_g3_skip_25-50_D3_R2.0_T0.03_H7,214.8,-13.1,3.46,1131,51.5,9.811803398501736,2.6999999999999993,-3.200000000000003,-999.0
301.9,-18.2,3.62,682.0,51.9,-0.2,-0.03,skip_30-55,3,2.0,0.03,7,d20_g3_skip_30-55_D3_R2.0_T0.03_H7,226.1,-13.1,3.56,1116,52.2,10.327973689018819,2.6999999999999993,-2.5,-999.0
292.9,-18.2,3.56,657.0,52.2,-0.2,-0.03,skip_25-55,3,2.0,0.03,7,d20_g3_skip_25-55_D3_R2.0_T0.03_H7,199.5,-13.1,3.46,1041,53.0,9.11291796089896,2.6999999999999993,-1.7000000000000028,-999.0
250.3,-18.2,3.24,544.0,51.3,-0.2,-0.03,only_bear<30,3,2.0,0.03,7,d20_g3_only_bear<30_D3_R2.0_T0.03_H7,120.9,-13.1,2.88,701,52.5,5.522565320665084,2.6999999999999993,-2.200000000000003,-999.0
244.2,-18.2,3.15,519.0,52.2,-0.2,-0.03,only_bear<25,3,2.0,0.03,7,d20_g3_only_bear<25_D3_R2.0_T0.03_H7,102.9,-13.1,2.76,626,53.8,4.700347158779464,2.6999999999999993,-0.9000000000000057,-999.0
278.4,-21.6,3.3,617.0,51.0,-0.2,-0.03,only_broad>50,3,2.0,0.03,7,d20_g3_only_broad>50_D3_R2.0_T0.03_H7,154.1,-22.4,3.07,921,51.5,7.039101041476338,11.999999999999998,-3.200000000000003,-999.0
565.3,-18.8,4.21,911.0,51.7,-0.2,-0.05,none,3,2.0,0.03,7,d20_g5_none_D3_R2.0_T0.03_H7,486.3,-18.2,4.15,1674,50.2,22.213594006943175,7.799999999999999,-4.5,-999.0
505.3,-17.2,4.02,797.0,51.5,-0.2,-0.05,skip_30-50,3,2.0,0.03,7,d20_g5_skip_30-50_D3_R2.0_T0.03_H7,334.3,-13.5,3.83,1332,50.6,15.270418417686829,3.0999999999999996,-4.100000000000001,-999.0
491.9,-16.6,3.96,771.0,51.8,-0.2,-0.05,skip_25-50,3,2.0,0.03,7,d20_g5_skip_25-50_D3_R2.0_T0.03_H7,296.9,-11.7,3.72,1253,51.2,13.562031792435594,1.299999999999999,-3.5,-999.0
496.9,-16.5,4.01,764.0,52.1,-0.2,-0.05,skip_30-55,3,2.0,0.03,7,d20_g5_skip_30-55_D3_R2.0_T0.03_H7,310.9,-11.4,3.81,1232,51.9,14.20153480723552,1.0,-2.8000000000000043,-999.0
987.3,-7.3,5.75,965.0,58.9,-0.3,-0.05,none,3,2.0,0.02,10,d30_g5_none_D3_R2.0_T0.02_H10,1158.1,-8.5,5.82,1743,55.0,52.900602959985385,-1.9000000000000004,0.29999999999999716,-999.0
387.8,-7.4,4.41,551.0,61.7,-0.3,-0.03,only_bear<25,3,2.0,0.02,10,d30_g3_only_bear<25_D3_R2.0_T0.02_H10,218.0,-5.2,3.98,661,61.6,9.95797551617029,-5.2,6.899999999999999,-999.0
1199.9,-7.0,5.86,991.0,59.3,,-0.05,none,3,2.0,0.02,10,dNone_g5_none_D3_R2.0_T0.02_H10,1248.2,-10.5,5.89,1766,55.0,57.01626164809064,0.09999999999999964,0.29999999999999716,-999.0
639.9,-7.7,5.12,764.0,58.7,-0.2,-0.05,skip_30-55,3,2.0,0.02,10,d20_g5_skip_30-55_D3_R2.0_T0.02_H10,549.8,-6.5,5.12,1232,56.8,25.11419696692856,-3.9000000000000004,2.0999999999999943,-999.0
427.7,-9.3,4.68,687.0,58.2,-0.2,-0.03,skip_25-50,3,2.0,0.02,10,d20_g3_skip_25-50_D3_R2.0_T0.02_H10,396.4,-6.8,4.81,1131,56.9,18.107071076192216,-3.6000000000000005,2.1999999999999957,-999.0
426.1,-9.6,4.74,682.0,58.5,-0.2,-0.03,skip_30-55,3,2.0,0.02,10,d20_g3_skip_30-55_D3_R2.0_T0.02_H10,391.3,-7.4,4.9,1116,57.4,17.87410926365796,-3.0,2.6999999999999957,-999.0
415.0,-9.6,4.7,657.0,58.9,-0.2,-0.03,skip_25-55,3,2.0,0.02,10,d20_g3_skip_25-55_D3_R2.0_T0.02_H10,355.5,-7.4,4.82,1041,58.2,16.238808697241,-3.0,3.5,-999.0
324.1,-9.0,4.11,544.0,58.3,-0.2,-0.03,only_bear<30,3,2.0,0.02,10,d20_g3_only_bear<30_D3_R2.0_T0.02_H10,173.5,-6.8,3.82,701,58.2,7.9252695048419515,-3.6000000000000005,3.5,-999.0
318.1,-9.0,4.04,519.0,59.3,-0.2,-0.03,only_bear<25,3,2.0,0.02,10,d20_g3_only_bear<25_D3_R2.0_T0.02_H10,153.6,-6.8,3.72,626,59.6,7.016261648090627,-3.6000000000000005,4.899999999999999,-999.0
392.5,-10.4,4.38,617.0,57.6,-0.2,-0.03,only_broad>50,3,2.0,0.02,10,d20_g3_only_broad>50_D3_R2.0_T0.02_H10,278.5,-9.8,4.3,921,56.5,12.721542115841405,-0.5999999999999996,1.7999999999999972,-999.0
750.8,-8.8,5.36,911.0,57.7,-0.2,-0.05,none,3,2.0,0.02,10,d20_g5_none_D3_R2.0_T0.02_H10,855.6,-8.8,5.54,1674,54.3,39.08276996162982,-1.5999999999999996,-0.4000000000000057,-999.0
657.4,-7.8,5.13,797.0,58.1,-0.2,-0.05,skip_30-50,3,2.0,0.02,10,d20_g5_skip_30-50_D3_R2.0_T0.02_H10,602.3,-6.5,5.12,1332,55.6,27.512333272428286,-3.9000000000000004,0.8999999999999986,-999.0
638.3,-7.7,5.06,771.0,58.3,-0.2,-0.05,skip_25-50,3,2.0,0.02,10,d20_g5_skip_25-50_D3_R2.0_T0.02_H10,544.9,-6.5,5.0,1253,56.1,24.890370911748587,-3.9000000000000004,1.3999999999999986,-999.0
622.8,-7.8,5.06,737.0,58.9,-0.2,-0.05,skip_25-55,3,2.0,0.02,10,d20_g5_skip_25-55_D3_R2.0_T0.02_H10,496.6,-6.5,5.01,1153,57.4,22.68408551068884,-3.9000000000000004,2.6999999999999957,-999.0
506.1,-10.1,4.95,820.0,57.4,-0.2,-0.03,none,3,2.0,0.02,10,d20_g3_none_D3_R2.0_T0.02_H10,619.8,-9.1,5.31,1528,54.8,28.311712040928192,-1.3000000000000007,0.09999999999999432,-999.0
482.6,-7.7,4.46,602.0,58.5,-0.2,-0.05,only_bear<30,3,2.0,0.02,10,d20_g5_only_bear<30_D3_R2.0_T0.02_H10,188.7,-6.5,3.97,746,57.8,8.619587063767586,-3.9000000000000004,3.0999999999999943,-999.0
476.0,-7.7,4.36,575.0,59.2,-0.2,-0.05,only_bear<25,3,2.0,0.02,10,d20_g5_only_bear<25_D3_R2.0_T0.02_H10,165.1,-6.5,3.84,667,58.9,7.541567695961995,-3.9000000000000004,4.199999999999996,-999.0
594.4,-8.7,4.81,698.0,57.8,-0.2,-0.05,only_broad>50,3,2.0,0.02,10,d20_g5_only_broad>50_D3_R2.0_T0.02_H10,402.1,-8.4,4.55,1035,55.9,18.367440160789332,-2.0,1.1999999999999957,-999.0
945.3,-7.8,5.75,997.0,58.8,-0.25,,none,3,2.0,0.02,10,d25_gNone_none_D3_R2.0_T0.02_H10,1063.2,-7.8,5.76,1800,54.4,48.565686095377316,-2.6000000000000005,-0.30000000000000426,-999.0
809.3,-7.2,5.49,879.0,59.0,-0.25,,skip_30-50,3,2.0,0.02,10,d25_gNone_skip_30-50_D3_R2.0_T0.02_H10,720.4,-6.6,5.27,1444,55.2,32.906997990133384,-3.8000000000000007,0.5,-999.0
766.7,-7.2,5.42,851.0,59.2,-0.25,,skip_25-50,3,2.0,0.02,10,d25_gNone_skip_25-50_D3_R2.0_T0.02_H10,597.7,-6.6,5.14,1362,55.6,27.30221085327974,-3.8000000000000007,0.8999999999999986,-999.0
786.3,-7.2,5.47,844.0,59.7,-0.25,,skip_30-55,3,2.0,0.02,10,d25_gNone_skip_30-55_D3_R2.0_T0.02_H10,655.4,-6.6,5.24,1340,56.5,29.937876849990865,-3.8000000000000007,1.7999999999999972,-999.0
748.6,-7.2,5.4,817.0,60.0,-0.25,,skip_25-55,3,2.0,0.02,10,d25_gNone_skip_25-55_D3_R2.0_T0.02_H10,542.4,-6.6,5.12,1258,57.0,24.776173944820027,-3.8000000000000007,2.299999999999997,-999.0
593.8,-7.0,4.77,670.0,59.5,-0.25,,only_bear<30,3,2.0,0.02,10,d25_gNone_only_bear<30_D3_R2.0_T0.02_H10,221.4,-6.6,4.0,819,56.5,10.113283391193132,-3.8000000000000007,1.7999999999999972,-999.0
440.3,-9.7,4.73,712.0,57.9,-0.2,-0.03,skip_30-50,3,2.0,0.02,10,d20_g3_skip_30-50_D3_R2.0_T0.02_H10,435.4,-7.7,4.9,1206,56.2,19.888543760277727,-2.7,1.5,-999.0
289.0,-9.4,4.09,555.0,57.6,-0.2,-0.02,only_broad>50,3,2.0,0.02,10,d20_g2_only_broad>50_D3_R2.0_T0.02_H10,218.5,-7.5,4.11,840,57.1,9.980814909556003,-2.9000000000000004,2.3999999999999986,-999.0
395.7,-7.4,4.48,576.0,60.4,-0.3,-0.03,only_bear<30,3,2.0,0.02,10,d30_g3_only_bear<30_D3_R2.0_T0.02_H10,243.4,-5.2,4.09,736,60.1,11.118216700164444,-5.2,5.399999999999999,-999.0
673.0,-7.9,5.16,808.0,58.7,-0.2,,skip_30-55,3,2.0,0.02,10,d20_gNone_skip_30-55_D3_R2.0_T0.02_H10,585.0,-6.6,5.09,1300,56.1,26.72209026128266,-3.8000000000000007,1.3999999999999986,-999.0
1016.0,-5.9,5.54,844.0,59.8,,-0.05,skip_25-50,3,2.0,0.02,10,dNone_g5_skip_25-50_D3_R2.0_T0.02_H10,768.2,-7.3,5.29,1327,56.7,35.09044399780743,-3.1000000000000005,2.0,-999.0
1014.6,-5.3,5.57,836.0,60.1,,-0.05,skip_30-55,3,2.0,0.02,10,dNone_g5_skip_30-55_D3_R2.0_T0.02_H10,764.0,-5.4,5.37,1302,57.4,34.89859309336744,-5.0,2.6999999999999957,-999.0
990.9,-5.5,5.51,810.0,60.4,,-0.05,skip_25-55,3,2.0,0.02,10,dNone_g5_skip_25-55_D3_R2.0_T0.02_H10,692.6,-5.9,5.26,1223,58.0,31.637127717887815,-4.5,3.299999999999997,-999.0
801.8,-5.2,4.92,668.0,60.5,,-0.05,only_bear<30,3,2.0,0.02,10,dNone_g5_only_bear<30_D3_R2.0_T0.02_H10,270.1,-5.2,4.19,799,58.8,12.33784030696145,-5.2,4.099999999999994,-999.0
793.1,-5.2,4.82,642.0,61.4,,-0.05,only_bear<25,3,2.0,0.02,10,dNone_g5_only_bear<25_D3_R2.0_T0.02_H10,239.6,-5.2,4.05,720,60.0,10.944637310433034,-5.2,5.299999999999997,-999.0
923.0,-7.0,5.22,763.0,59.0,,-0.05,only_broad>50,3,2.0,0.02,10,dNone_g5_only_broad>50_D3_R2.0_T0.02_H10,466.4,-10.5,4.76,1082,56.0,21.304586150191852,0.09999999999999964,1.2999999999999972,-999.0
793.4,-9.0,5.38,956.0,57.6,-0.2,,none,3,2.0,0.02,10,d20_gNone_none_D3_R2.0_T0.02_H10,886.9,-9.3,5.5,1745,53.7,40.51251598757537,-1.0999999999999996,-1.0,-999.0
689.0,-8.0,5.16,842.0,58.0,-0.2,,skip_30-50,3,2.0,0.02,10,d20_gNone_skip_30-50_D3_R2.0_T0.02_H10,628.5,-6.6,5.08,1402,54.7,28.70911748583958,-3.8000000000000007,0.0,-999.0
650.1,-7.9,5.09,815.0,58.1,-0.2,,skip_25-50,3,2.0,0.02,10,d20_gNone_skip_25-50_D3_R2.0_T0.02_H10,520.1,-6.6,4.95,1320,55.1,23.75753699981729,-3.8000000000000007,0.3999999999999986,-999.0
637.6,-7.9,5.1,781.0,58.9,-0.2,,skip_25-55,3,2.0,0.02,10,d20_gNone_skip_25-55_D3_R2.0_T0.02_H10,483.1,-6.6,4.98,1218,56.6,22.067421889274623,-3.8000000000000007,1.8999999999999986,-999.0
242.2,-8.7,3.79,469.0,58.4,-0.2,-0.02,only_bear<25,3,2.0,0.02,10,d20_g2_only_bear<25_D3_R2.0_T0.02_H10,130.6,-7.3,3.57,583,58.8,5.965649552347889,-3.1000000000000005,4.099999999999994,-999.0
501.4,-7.8,4.45,638.0,58.2,-0.2,,only_bear<30,3,2.0,0.02,10,d20_gNone_only_bear<30_D3_R2.0_T0.02_H10,197.3,-6.6,3.83,790,55.9,9.012424630001828,-3.8000000000000007,1.1999999999999957,-999.0
488.2,-7.8,4.35,611.0,58.8,-0.2,,only_bear<25,3,2.0,0.02,10,d20_gNone_only_bear<25_D3_R2.0_T0.02_H10,153.1,-6.6,3.71,708,56.8,6.993422254704916,-3.8000000000000007,2.0999999999999943,-999.0
605.2,-8.8,4.83,741.0,57.8,-0.2,,only_broad>50,3,2.0,0.02,10,d20_gNone_only_broad>50_D3_R2.0_T0.02_H10,381.5,-8.7,4.51,1100,54.9,17.42645715329801,-1.700000000000001,0.19999999999999574,-999.0
397.2,-9.4,4.73,743.0,57.5,-0.2,-0.02,none,3,2.0,0.02,10,d20_g2_none_D3_R2.0_T0.02_H10,507.9,-7.5,5.26,1406,55.8,23.20025580120592,-2.9000000000000004,1.0999999999999943,-999.0
327.7,-9.4,4.43,643.0,57.6,-0.2,-0.02,skip_30-50,3,2.0,0.02,10,d20_g2_skip_30-50_D3_R2.0_T0.02_H10,333.2,-7.7,4.68,1105,56.4,15.220171752238262,-2.7,1.6999999999999957,-999.0
323.4,-9.4,4.4,620.0,57.9,-0.2,-0.02,skip_25-50,3,2.0,0.02,10,d20_g2_skip_25-50_D3_R2.0_T0.02_H10,321.2,-7.5,4.63,1036,57.1,14.672026310981181,-2.9000000000000004,2.3999999999999986,-999.0
323.5,-8.9,4.52,617.0,58.5,-0.2,-0.02,skip_30-55,3,2.0,0.02,10,d20_g2_skip_30-55_D3_R2.0_T0.02_H10,321.4,-7.3,4.84,1026,58.2,14.681162068335466,-3.1000000000000005,3.5,-999.0
319.4,-8.9,4.5,594.0,59.0,-0.2,-0.02,skip_25-55,3,2.0,0.02,10,d20_g2_skip_25-55_D3_R2.0_T0.02_H10,309.7,-7.3,4.79,957,59.1,14.146720263109813,-3.1000000000000005,4.399999999999999,-999.0
244.4,-8.7,3.83,492.0,57.4,-0.2,-0.02,only_bear<30,3,2.0,0.02,10,d20_g2_only_bear<30_D3_R2.0_T0.02_H10,137.1,-7.3,3.63,652,57.4,6.262561666362141,-3.1000000000000005,2.6999999999999957,-999.0
580.2,-7.0,4.66,643.0,60.2,-0.25,,only_bear<25,3,2.0,0.02,10,d25_gNone_only_bear<25_D3_R2.0_T0.02_H10,173.3,-6.6,3.89,737,57.4,7.916133747487668,-3.8000000000000007,2.6999999999999957,-999.0
715.1,-7.8,5.16,773.0,58.7,-0.25,,only_broad>50,3,2.0,0.02,10,d25_gNone_only_broad>50_D3_R2.0_T0.02_H10,432.8,-7.9,4.69,1127,55.1,19.769778914672028,-2.5,0.3999999999999986,-999.0
432.5,-9.0,4.97,772.0,58.2,-0.25,-0.02,none,3,2.0,0.02,10,d25_g2_none_D3_R2.0_T0.02_H10,562.1,-8.7,5.44,1454,56.1,25.67604604421707,-1.700000000000001,1.3999999999999986,-999.0
399.9,-9.0,4.73,655.0,59.2,-0.3,-0.02,skip_25-50,3,2.0,0.02,10,d30_g2_skip_25-50_D3_R2.0_T0.02_H10,436.1,-8.7,4.88,1084,58.0,19.920518911017727,-1.700000000000001,3.299999999999997,-999.0
962.2,-6.3,5.6,900.0,59.5,-0.3,,skip_30-50,3,2.0,0.02,10,d30_gNone_skip_30-50_D3_R2.0_T0.02_H10,967.8,-6.6,5.33,1461,55.8,44.20792983738352,-3.8000000000000007,1.0999999999999943,-999.0
899.4,-6.3,5.52,873.0,59.7,-0.3,,skip_25-50,3,2.0,0.02,10,d30_gNone_skip_25-50_D3_R2.0_T0.02_H10,808.1,-6.6,5.19,1379,56.2,36.913027589987216,-3.8000000000000007,1.5,-999.0
928.2,-6.3,5.57,865.0,60.2,-0.3,,skip_30-55,3,2.0,0.02,10,d30_gNone_skip_30-55_D3_R2.0_T0.02_H10,883.1,-6.6,5.29,1357,57.1,40.33893659784397,-3.8000000000000007,2.3999999999999986,-999.0
872.8,-6.3,5.49,838.0,60.5,-0.3,,skip_25-55,3,2.0,0.02,10,d30_gNone_skip_25-55_D3_R2.0_T0.02_H10,736.1,-6.6,5.15,1275,57.6,33.62415494244473,-3.8000000000000007,2.8999999999999986,-999.0
671.1,-6.1,4.93,690.0,60.3,-0.3,,only_bear<30,3,2.0,0.02,10,d30_gNone_only_bear<30_D3_R2.0_T0.02_H10,283.5,-6.6,4.12,831,57.5,12.949936049698522,-3.8000000000000007,2.799999999999997,-999.0
653.5,-6.1,4.81,663.0,61.2,-0.3,,only_bear<25,3,2.0,0.02,10,d30_gNone_only_bear<25_D3_R2.0_T0.02_H10,226.2,-6.6,3.98,749,58.5,10.332541567695962,-3.8000000000000007,3.799999999999997,-999.0
788.8,-7.0,5.19,791.0,59.0,-0.3,,only_broad>50,3,2.0,0.02,10,d30_gNone_only_broad>50_D3_R2.0_T0.02_H10,484.1,-7.9,4.62,1135,55.3,22.113100676046045,-2.5,0.5999999999999943,-999.0
500.3,-9.0,5.04,783.0,58.6,-0.3,-0.02,none,3,2.0,0.02,10,d30_g2_none_D3_R2.0_T0.02_H10,675.5,-8.7,5.47,1468,56.4,30.856020464096478,-1.700000000000001,1.6999999999999957,-999.0
406.0,-9.0,4.75,678.0,58.8,-0.3,-0.02,skip_30-50,3,2.0,0.02,10,d30_g2_skip_30-50_D3_R2.0_T0.02_H10,452.0,-8.7,4.94,1154,57.2,20.646811620683355,-1.700000000000001,2.5,-999.0
395.7,-8.4,4.79,652.0,59.6,-0.3,-0.02,skip_30-55,3,2.0,0.02,10,d30_g2_skip_30-55_D3_R2.0_T0.02_H10,425.1,-6.9,5.01,1075,58.8,19.41805225653207,-3.5,4.099999999999994,-999.0
356.0,-9.0,4.66,668.0,58.4,-0.25,-0.02,skip_30-50,3,2.0,0.02,10,d25_g2_skip_30-50_D3_R2.0_T0.02_H10,364.9,-8.7,4.86,1142,56.9,16.668189292892382,-1.700000000000001,2.1999999999999957,-999.0
390.1,-8.4,4.76,629.0,60.2,-0.3,-0.02,skip_25-55,3,2.0,0.02,10,d30_g2_skip_25-55_D3_R2.0_T0.02_H10,410.0,-6.9,4.96,1005,59.8,18.728302576283575,-3.5,5.099999999999994,-999.0
295.8,-7.8,4.16,522.0,58.9,-0.3,-0.02,only_bear<30,3,2.0,0.02,10,d30_g2_only_bear<30_D3_R2.0_T0.02_H10,190.3,-5.2,3.84,686,58.5,8.692673122601866,-5.2,3.799999999999997,-999.0
292.9,-7.8,4.12,499.0,60.2,-0.3,-0.02,only_bear<25,3,2.0,0.02,10,d30_g2_only_bear<25_D3_R2.0_T0.02_H10,181.9,-5.2,3.78,616,60.1,8.308971313721909,-5.2,5.399999999999999,-999.0
334.3,-9.0,4.38,584.0,58.5,-0.3,-0.02,only_broad>50,3,2.0,0.02,10,d30_g2_only_broad>50_D3_R2.0_T0.02_H10,245.3,-8.7,4.29,870,57.5,11.20500639503015,-1.700000000000001,2.799999999999997,-999.0
653.5,-8.6,5.34,862.0,58.8,-0.3,-0.03,none,3,2.0,0.02,10,d30_g3_none_D3_R2.0_T0.02_H10,870.7,-8.8,5.67,1594,56.0,39.77251964187832,-1.5999999999999996,1.2999999999999972,-999.0
551.4,-8.2,5.1,750.0,59.4,-0.3,-0.03,skip_30-50,3,2.0,0.02,10,d30_g3_skip_30-50_D3_R2.0_T0.02_H10,603.5,-7.7,5.22,1258,57.6,27.567147816553994,-2.7,2.8999999999999986,-999.0
533.5,-8.2,5.05,725.0,59.7,-0.3,-0.03,skip_25-50,3,2.0,0.02,10,d30_g3_skip_25-50_D3_R2.0_T0.02_H10,551.6,-7.7,5.13,1183,58.2,25.196418783117124,-2.7,3.5,-999.0
526.8,-8.0,5.07,720.0,60.0,-0.3,-0.03,skip_30-55,3,2.0,0.02,10,d30_g3_skip_30-55_D3_R2.0_T0.02_H10,531.7,-6.9,5.17,1168,58.6,24.287410926365798,-3.5,3.8999999999999986,-999.0
511.6,-8.0,5.02,695.0,60.4,-0.3,-0.03,skip_25-55,3,2.0,0.02,10,d30_g3_skip_25-55_D3_R2.0_T0.02_H10,485.1,-6.9,5.08,1093,59.5,22.15877946281747,-3.5,4.799999999999997,-999.0
1149.7,-7.3,5.83,1020.0,59.2,-0.3,,none,3,2.0,0.02,10,d30_gNone_none_D3_R2.0_T0.02_H10,1387.7,-8.9,5.78,1821,54.9,63.38845240270419,-1.5,0.19999999999999574,-999.0
668.2,-8.0,5.08,726.0,58.4,-0.25,-0.05,only_broad>50,3,2.0,0.02,10,d25_g5_only_broad>50_D3_R2.0_T0.02_H10,422.1,-8.4,4.66,1061,55.7,19.2810158962178,-2.0,1.0,-999.0
540.1,-7.1,4.64,604.0,60.3,-0.25,-0.05,only_bear<25,3,2.0,0.02,10,d25_g5_only_bear<25_D3_R2.0_T0.02_H10,174.6,-5.6,3.97,697,59.1,7.975516170290517,-4.800000000000001,4.399999999999999,-999.0
546.9,-7.1,4.74,631.0,59.5,-0.25,-0.05,only_bear<30,3,2.0,0.02,10,d25_g5_only_bear<30_D3_R2.0_T0.02_H10,199.3,-5.6,4.1,776,58.0,9.103782203544675,-4.800000000000001,3.299999999999997,-999.0
351.3,-9.0,4.63,644.0,58.8,-0.25,-0.02,skip_25-50,3,2.0,0.02,10,d25_g2_skip_25-50_D3_R2.0_T0.02_H10,351.5,-8.7,4.81,1072,57.7,16.05609355015531,-1.700000000000001,3.0,-999.0
348.1,-8.4,4.73,641.0,59.2,-0.25,-0.02,skip_30-55,3,2.0,0.02,10,d25_g2_skip_30-55_D3_R2.0_T0.02_H10,342.2,-6.9,4.97,1063,58.5,15.631280833181071,-3.5,3.799999999999997,-999.0
343.7,-8.4,4.7,618.0,59.8,-0.25,-0.02,skip_25-55,3,2.0,0.02,10,d25_g2_skip_25-55_D3_R2.0_T0.02_H10,329.5,-6.9,4.92,993,59.5,15.051160241183995,-3.5,4.799999999999997,-999.0
265.8,-8.0,4.06,512.0,58.3,-0.25,-0.02,only_bear<30,3,2.0,0.02,10,d25_g2_only_bear<30_D3_R2.0_T0.02_H10,149.9,-5.6,3.8,676,58.0,6.847250137036361,-4.800000000000001,3.299999999999997,-999.0
263.5,-8.0,4.02,489.0,59.6,-0.25,-0.02,only_bear<25,3,2.0,0.02,10,d25_g2_only_bear<25_D3_R2.0_T0.02_H10,142.7,-5.6,3.74,606,59.6,6.518362872282111,-4.800000000000001,4.899999999999999,-999.0
314.5,-9.0,4.31,575.0,58.3,-0.25,-0.02,only_broad>50,3,2.0,0.02,10,d25_g2_only_broad>50_D3_R2.0_T0.02_H10,238.4,-8.7,4.26,865,57.5,10.889822766307327,-1.700000000000001,2.799999999999997,-999.0
572.0,-9.0,5.25,851.0,58.5,-0.25,-0.03,none,3,2.0,0.02,10,d25_g3_none_D3_R2.0_T0.02_H10,712.4,-8.8,5.57,1578,55.4,32.541567695962,-1.5999999999999996,0.6999999999999957,-999.0
492.6,-8.6,5.0,739.0,59.0,-0.25,-0.03,skip_30-50,3,2.0,0.02,10,d25_g3_skip_30-50_D3_R2.0_T0.02_H10,486.6,-7.7,5.11,1244,57.0,22.227297642974605,-2.7,2.299999999999997,-999.0
478.9,-8.6,4.96,714.0,59.3,-0.25,-0.03,skip_25-50,3,2.0,0.02,10,d25_g3_skip_25-50_D3_R2.0_T0.02_H10,443.3,-7.7,5.03,1169,57.7,20.249406175771973,-2.7,3.0,-999.0
473.8,-8.4,4.99,709.0,59.5,-0.25,-0.03,skip_30-55,3,2.0,0.02,10,d25_g3_skip_30-55_D3_R2.0_T0.02_H10,426.7,-6.9,5.08,1154,58.1,19.491138315366342,-3.5,3.3999999999999986,-999.0
462.2,-8.4,4.95,684.0,60.0,-0.25,-0.03,skip_25-55,3,2.0,0.02,10,d25_g3_skip_25-55_D3_R2.0_T0.02_H10,387.9,-6.9,4.99,1079,58.9,17.718801388635118,-3.5,4.199999999999996,-999.0
362.3,-7.9,4.38,567.0,59.7,-0.25,-0.03,only_bear<30,3,2.0,0.02,10,d25_g3_only_bear<30_D3_R2.0_T0.02_H10,193.1,-5.6,4.01,726,59.2,8.820573725561848,-4.800000000000001,4.5,-999.0
356.1,-7.9,4.32,542.0,60.9,-0.25,-0.03,only_bear<25,3,2.0,0.02,10,d25_g3_only_bear<25_D3_R2.0_T0.02_H10,171.5,-5.6,3.92,651,60.7,7.833911931299105,-4.800000000000001,6.0,-999.0
439.0,-9.3,4.63,640.0,58.5,-0.25,-0.03,only_broad>50,3,2.0,0.02,10,d25_g3_only_broad>50_D3_R2.0_T0.02_H10,305.3,-9.7,4.47,946,56.9,13.945733601315553,-0.7000000000000011,2.1999999999999957,-999.0
