avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,bucket,down_days,rvol,trail,hold,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr
106.0,-12.2,2.99,449.0,53.2,max_10%,4,1.5,0.02,5,max_10%_D4_R1.5_T0.02_H5,128.8,-16.2,3.23,884,51.5
1459.6,-33.2,3.62,1052.0,48.4,no_filter,3,2.0,0.05,10,no_filter_D3_R2.0_T0.05_H10,568.6,-36.0,3.23,1846,47.1
704.2,-25.6,3.19,673.0,49.7,min_10%,3,2.0,0.05,10,min_10%_D3_R2.0_T0.05_H10,497.9,-30.0,3.22,1125,48.8
123.8,-12.0,2.68,406.0,52.3,max_15%,5,1.5,0.03,5,max_15%_D5_R1.5_T0.03_H5,182.0,-17.4,3.22,805,51.3
1233.2,-32.4,3.41,963.0,47.9,min_5%,3,2.0,0.05,10,min_5%_D3_R2.0_T0.05_H10,569.2,-36.1,3.21,1690,46.7
399.5,-6.1,3.71,286.0,70.9,min_15%,5,1.5,0.02,7,min_15%_D5_R1.5_T0.02_H7,345.2,-6.1,3.21,450,69.6
413.3,-6.1,3.72,286.0,70.9,min_15%,5,1.5,0.02,10,min_15%_D5_R1.5_T0.02_H10,368.4,-6.1,3.19,450,69.6
183.7,-15.4,2.94,403.0,50.8,10-15%,3,2.0,0.03,5,10-15%_D3_R2.0_T0.03_H5,212.7,-17.6,3.19,744,48.4
600.2,-30.5,3.29,760.0,51.4,max_25%,5,1.0,0.05,10,max_25%_D5_R1.0_T0.05_H10,575.9,-37.2,3.19,1364,51.5
214.0,-10.9,3.13,233.0,60.5,15-20%,5,1.0,0.03,10,15-20%_D5_R1.0_T0.03_H10,233.5,-9.3,3.19,392,58.4
281.7,-30.0,2.94,709.0,52.7,max_20%,5,1.0,0.05,7,max_20%_D5_R1.0_T0.05_H7,327.9,-31.6,3.19,1297,53.8
132.2,-16.6,2.63,371.0,51.9,10-15%,4,1.5,0.03,5,10-15%_D4_R1.5_T0.03_H5,202.1,-18.6,3.19,682,51.2
215.6,-23.2,2.68,498.0,53.5,max_20%,5,1.5,0.05,7,max_20%_D5_R1.5_T0.05_H7,286.4,-23.4,3.18,946,54.8
395.3,-30.8,3.03,637.0,51.1,min_10%,4,1.5,0.05,7,min_10%_D4_R1.5_T0.05_H7,395.9,-26.6,3.18,1061,52.6
105.0,-7.8,2.92,284.0,57.4,max_15%,5,2.0,0.02,10,max_15%_D5_R2.0_T0.02_H10,150.6,-9.1,3.18,579,52.3
146.4,-11.6,2.7,358.0,51.2,10-15%,5,1.0,0.03,7,10-15%_D5_R1.0_T0.03_H7,205.4,-11.8,3.18,650,53.1
143.5,-11.5,2.65,358.0,51.0,10-15%,5,1.0,0.03,5,10-15%_D5_R1.0_T0.03_H5,198.5,-10.3,3.17,650,52.9
353.3,-26.9,3.54,868.0,49.7,max_10%,3,1.5,0.03,10,max_10%_D3_R1.5_T0.03_H10,234.5,-32.3,3.17,1585,48.3
534.5,-23.4,3.12,654.0,49.6,min_5%,4,2.0,0.05,10,min_5%_D4_R2.0_T0.05_H10,443.9,-22.0,3.16,1172,49.1
105.0,-9.1,2.91,254.0,59.9,10-15%,4,2.0,0.02,5,10-15%_D4_R2.0_T0.02_H5,135.9,-7.1,3.16,477,55.3
323.8,-11.3,3.48,286.0,64.4,min_15%,5,1.5,0.03,5,min_15%_D5_R1.5_T0.03_H5,262.9,-11.6,3.16,450,61.6
417.6,-24.9,2.92,580.0,52.0,min_5%,5,1.5,0.05,7,min_5%_D5_R1.5_T0.05_H7,471.7,-29.2,3.16,1034,53.2
667.8,-38.8,3.15,1513.0,47.6,max_15%,3,1.0,0.05,7,max_15%_D3_R1.0_T0.05_H7,407.2,-32.3,3.14,2587,48.4
1096.1,-36.7,3.41,1209.0,48.9,min_5%,3,1.5,0.05,7,min_5%_D3_R1.5_T0.05_H7,509.7,-43.2,3.14,2049,48.4
98.8,-7.8,2.93,284.0,57.4,max_15%,5,2.0,0.02,7,max_15%_D5_R2.0_T0.02_H7,137.1,-9.1,3.14,579,52.3
1358.0,-37.0,3.71,1343.0,49.5,no_filter,3,1.5,0.05,7,no_filter_D3_R1.5_T0.05_H7,481.6,-44.8,3.14,2282,48.9
209.8,-19.0,2.99,488.0,50.2,max_15%,4,2.0,0.03,10,max_15%_D4_R2.0_T0.03_H10,220.7,-20.3,3.14,960,49.6
236.1,-21.3,3.03,719.0,48.4,max_10%,4,1.0,0.03,10,max_10%_D4_R1.0_T0.03_H10,281.8,-26.3,3.13,1359,46.7
139.5,-6.2,2.98,165.0,73.9,15-20%,5,1.5,0.02,5,15-20%_D5_R1.5_T0.02_H5,138.6,-6.8,3.13,294,69.0
454.5,-40.6,2.77,982.0,46.8,max_15%,4,1.0,0.05,10,max_15%_D4_R1.0_T0.05_H10,614.3,-41.8,3.13,1770,48.5
362.9,-23.9,3.08,696.0,50.9,no_filter,4,2.0,0.05,7,no_filter_D4_R2.0_T0.05_H7,326.0,-23.1,3.13,1254,52.0
186.5,-22.7,2.4,406.0,51.8,max_15%,5,1.5,0.05,10,max_15%_D5_R1.5_T0.05_H10,289.9,-23.5,3.12,805,54.8
494.6,-35.4,3.17,905.0,49.8,no_filter,4,1.5,0.05,7,no_filter_D4_R1.5_T0.05_H7,358.4,-35.1,3.12,1569,50.6
85.0,-8.6,2.78,289.0,56.3,max_10%,4,2.0,0.02,7,max_10%_D4_R2.0_T0.02_H7,113.0,-10.2,3.12,611,53.7
178.8,-4.6,3.15,187.0,73.6,20-25%,4,1.0,0.02,5,20-25%_D4_R1.0_T0.02_H5,197.0,-4.5,3.11,288,75.0
230.9,-19.8,2.83,450.0,52.7,no_filter,5,2.0,0.05,7,no_filter_D5_R2.0_T0.05_H7,261.5,-22.3,3.11,819,54.3
314.9,-21.3,2.92,437.0,51.3,min_5%,5,2.0,0.05,10,min_5%_D5_R2.0_T0.05_H10,312.9,-23.2,3.11,793,51.8
92.7,-8.6,2.79,289.0,56.3,max_10%,4,2.0,0.02,10,max_10%_D4_R2.0_T0.02_H10,126.6,-10.2,3.1,611,53.7
92.5,-7.8,2.9,284.0,57.4,max_15%,5,2.0,0.02,5,max_15%_D5_R2.0_T0.02_H5,128.6,-9.1,3.1,579,52.3
454.8,-30.6,3.09,851.0,49.9,min_10%,3,1.5,0.05,5,min_10%_D3_R1.5_T0.05_H5,361.6,-31.0,3.08,1398,49.1
1416.7,-45.1,3.51,1243.0,48.6,max_20%,3,1.5,0.05,10,max_20%_D3_R1.5_T0.05_H10,560.5,-46.4,3.08,2175,47.9
1662.6,-42.2,3.56,1292.0,48.5,max_25%,3,1.5,0.05,10,max_25%_D3_R1.5_T0.05_H10,575.4,-45.9,3.08,2241,47.4
246.4,-16.8,2.97,624.0,49.6,0-5%,3,1.0,0.03,7,0-5%_D3_R1.0_T0.03_H7,203.3,-15.4,3.07,1189,47.5
637.5,-37.6,3.13,755.0,48.2,10-15%,3,1.0,0.05,10,10-15%_D3_R1.0_T0.05_H10,417.3,-41.6,3.07,1295,49.1
418.3,-23.5,3.01,778.0,52.0,min_5%,5,1.0,0.05,5,min_5%_D5_R1.0_T0.05_H5,377.8,-22.5,3.07,1350,51.9
437.8,-25.3,3.04,812.0,52.2,no_filter,5,1.0,0.05,5,no_filter_D5_R1.0_T0.05_H5,385.1,-26.8,3.06,1416,52.0
291.2,-26.2,3.37,868.0,49.5,max_10%,3,1.5,0.03,7,max_10%_D3_R1.5_T0.03_H7,210.5,-29.5,3.06,1585,48.3
448.1,-35.1,3.05,852.0,49.0,max_25%,4,1.5,0.05,10,max_25%_D4_R1.5_T0.05_H10,385.4,-35.5,3.06,1525,48.5
397.8,-34.3,2.95,798.0,49.2,max_20%,4,1.5,0.05,10,max_20%_D4_R1.5_T0.05_H10,367.2,-34.5,3.06,1454,48.9
273.6,-33.4,2.47,531.0,47.7,10-15%,4,1.0,0.05,10,10-15%_D4_R1.0_T0.05_H10,362.1,-34.6,3.05,941,51.1
196.1,-9.0,3.03,214.0,64.3,min_15%,5,2.0,0.03,7,min_15%_D5_R2.0_T0.03_H7,166.8,-9.2,3.05,337,63.2
166.9,-18.9,2.88,488.0,49.9,max_15%,4,2.0,0.03,7,max_15%_D4_R2.0_T0.03_H7,187.0,-20.2,3.04,960,49.4
302.1,-30.3,2.88,637.0,50.7,min_10%,4,1.5,0.05,5,min_10%_D4_R1.5_T0.05_H5,307.1,-25.1,3.04,1061,51.4
139.8,-10.4,2.91,251.0,61.1,15-20%,3,2.0,0.03,5,15-20%_D3_R2.0_T0.03_H5,154.3,-9.7,3.04,423,58.4
181.2,-9.0,3.04,214.0,64.5,min_15%,5,2.0,0.03,5,min_15%_D5_R2.0_T0.03_H5,159.1,-9.2,3.04,337,63.8
167.6,-26.6,2.18,371.0,48.9,10-15%,4,1.5,0.05,10,10-15%_D4_R1.5_T0.05_H10,295.1,-19.0,3.03,682,53.8
183.6,-4.6,3.12,187.0,73.6,20-25%,4,1.0,0.02,7,20-25%_D4_R1.0_T0.02_H7,205.0,-4.5,3.03,288,75.0
413.0,-11.3,3.34,286.0,64.2,min_15%,5,1.5,0.03,10,min_15%_D5_R1.5_T0.03_H10,343.4,-11.6,3.03,450,61.1
215.4,-9.0,2.94,214.0,64.3,min_15%,5,2.0,0.03,10,min_15%_D5_R2.0_T0.03_H10,182.7,-9.2,3.03,337,63.2
250.7,-34.3,2.68,607.0,50.5,max_15%,5,1.0,0.05,10,max_15%_D5_R1.0_T0.05_H10,320.6,-37.0,3.03,1143,52.2
114.9,-11.2,2.95,381.0,55.0,max_10%,5,1.0,0.02,10,max_10%_D5_R1.0_T0.02_H10,135.6,-13.9,3.02,765,50.6
190.0,-21.2,2.84,719.0,47.7,max_10%,4,1.0,0.03,7,max_10%_D4_R1.0_T0.03_H7,242.6,-25.0,3.02,1359,46.7
307.9,-22.6,2.84,595.0,52.9,no_filter,5,1.5,0.05,5,no_filter_D5_R1.5_T0.05_H5,317.0,-22.8,3.02,1064,52.3
147.6,-6.2,2.87,165.0,73.6,15-20%,5,1.5,0.02,7,15-20%_D5_R1.5_T0.02_H7,143.6,-6.8,3.02,294,68.4
183.7,-4.6,3.12,187.0,73.6,20-25%,4,1.0,0.02,10,20-25%_D4_R1.0_T0.02_H10,205.2,-4.5,3.02,288,75.0
514.0,-33.6,3.09,1193.0,48.9,no_filter,4,1.0,0.05,5,no_filter_D4_R1.0_T0.05_H5,345.5,-32.6,3.01,2024,48.5
524.0,-32.2,3.14,1110.0,49.4,min_5%,4,1.0,0.05,5,min_5%_D4_R1.0_T0.05_H5,361.5,-31.1,3.0,1866,48.6
198.5,-9.2,3.05,242.0,62.4,20-25%,3,1.0,0.03,5,20-25%_D3_R1.0_T0.03_H5,213.0,-8.2,3.0,394,59.9
259.7,-21.0,2.75,486.0,50.6,min_10%,4,2.0,0.05,7,min_10%_D4_R2.0_T0.05_H7,294.1,-20.6,2.99,815,53.1
463.7,-23.4,2.8,447.0,49.7,min_10%,5,1.5,0.05,10,min_10%_D5_R1.5_T0.05_H10,519.4,-19.9,2.99,749,51.3
351.4,-25.8,2.9,545.0,51.4,max_25%,5,1.5,0.05,10,max_25%_D5_R1.5_T0.05_H10,451.3,-28.4,2.98,1012,52.2
107.9,-11.4,2.91,381.0,54.8,max_10%,5,1.0,0.02,7,max_10%_D5_R1.0_T0.02_H7,124.9,-14.3,2.98,765,50.3
282.2,-23.0,2.71,447.0,51.5,min_10%,5,1.5,0.05,5,min_10%_D5_R1.5_T0.05_H5,303.1,-18.8,2.98,749,53.5
476.2,-35.1,3.07,850.0,50.0,min_5%,4,1.5,0.05,7,min_5%_D4_R1.5_T0.05_H7,350.2,-35.3,2.98,1463,50.1
110.9,-10.9,2.36,238.0,51.9,10-15%,5,1.5,0.03,10,10-15%_D5_R1.5_T0.03_H10,169.4,-15.4,2.97,455,53.2
339.6,-24.9,2.98,646.0,50.1,max_25%,4,2.0,0.05,10,max_25%_D4_R2.0_T0.05_H10,329.2,-27.5,2.97,1206,49.1
148.2,-6.2,2.87,165.0,73.6,15-20%,5,1.5,0.02,10,15-20%_D5_R1.5_T0.02_H10,145.8,-6.8,2.97,294,68.4
99.3,-11.5,2.89,381.0,55.6,max_10%,5,1.0,0.02,5,max_10%_D5_R1.0_T0.02_H5,114.3,-14.0,2.96,765,51.1
374.5,-11.3,3.36,286.0,64.2,min_15%,5,1.5,0.03,7,min_15%_D5_R1.5_T0.03_H7,306.1,-11.6,2.96,450,61.1
215.4,-9.0,3.04,242.0,62.4,20-25%,3,1.0,0.03,10,20-25%_D3_R1.0_T0.03_H10,237.0,-7.6,2.96,394,59.9
221.2,-25.7,3.12,986.0,49.7,5-10%,3,1.0,0.03,5,5-10%_D3_R1.0_T0.03_H5,230.0,-29.0,2.96,1751,47.7
373.5,-27.8,3.0,760.0,51.7,max_25%,5,1.0,0.05,7,max_25%_D5_R1.0_T0.05_H7,376.7,-33.4,2.95,1364,52.4
212.3,-19.8,2.73,437.0,52.2,min_5%,5,2.0,0.05,7,min_5%_D5_R2.0_T0.05_H7,230.2,-22.3,2.95,793,53.6
214.2,-9.2,3.03,242.0,62.4,20-25%,3,1.0,0.03,7,20-25%_D3_R1.0_T0.03_H7,235.0,-8.1,2.95,394,59.9
858.4,-32.8,3.29,1635.0,48.0,max_25%,3,1.0,0.05,5,max_25%_D3_R1.0_T0.05_H5,336.1,-29.2,2.95,2727,46.6
73.8,-8.3,2.64,289.0,55.2,max_10%,4,2.0,0.02,5,max_10%_D4_R2.0_T0.02_H5,96.5,-10.2,2.94,611,52.4
175.8,-10.4,2.91,251.0,61.3,15-20%,3,2.0,0.03,10,15-20%_D3_R2.0_T0.03_H10,199.4,-9.8,2.94,423,59.3
1058.5,-44.2,3.3,1144.0,48.2,max_15%,3,1.5,0.05,10,max_15%_D3_R1.5_T0.05_H10,431.4,-41.0,2.93,2036,47.9
111.8,-8.4,2.76,181.0,64.3,15-20%,4,2.0,0.03,7,15-20%_D4_R2.0_T0.03_H7,122.6,-8.3,2.93,314,60.8
106.0,-8.4,2.71,181.0,64.3,15-20%,4,2.0,0.03,5,15-20%_D4_R2.0_T0.03_H5,117.4,-8.3,2.93,314,60.8
223.5,-40.6,2.35,982.0,47.5,max_15%,4,1.0,0.05,7,max_15%_D4_R1.0_T0.05_H7,310.2,-43.1,2.92,1770,49.8
202.1,-23.7,2.68,369.0,53.9,max_20%,5,2.0,0.05,10,max_20%_D5_R2.0_T0.05_H10,237.9,-27.1,2.92,717,53.6
100.3,-11.7,2.86,380.0,53.3,5-10%,4,1.5,0.02,10,5-10%_D4_R1.5_T0.02_H10,116.4,-16.4,2.92,750,49.7
121.1,-8.4,2.8,181.0,64.3,15-20%,4,2.0,0.03,10,15-20%_D4_R2.0_T0.03_H10,133.2,-8.3,2.92,314,60.8
143.1,-4.7,2.98,175.0,72.6,20-25%,3,1.5,0.02,5,20-25%_D3_R1.5_T0.02_H5,153.2,-5.1,2.92,298,68.5
324.4,-24.4,2.9,654.0,50.7,min_5%,4,2.0,0.05,7,min_5%_D4_R2.0_T0.05_H7,282.0,-23.1,2.92,1172,51.4
289.3,-22.6,2.77,580.0,52.7,min_5%,5,1.5,0.05,5,min_5%_D5_R1.5_T0.05_H5,292.4,-22.8,2.91,1034,51.9
814.0,-28.5,3.29,651.0,51.7,min_15%,3,1.0,0.05,10,min_15%_D3_R1.0_T0.05_H10,490.4,-31.3,2.91,1000,49.6
156.4,-10.4,2.86,251.0,60.9,15-20%,3,2.0,0.03,7,15-20%_D3_R2.0_T0.03_H7,174.4,-9.8,2.91,423,58.4
121.9,-22.6,2.1,406.0,52.2,max_15%,5,1.5,0.05,7,max_15%_D5_R1.5_T0.05_H7,198.7,-23.1,2.9,805,54.7
197.9,-23.8,2.77,403.0,52.3,max_25%,5,2.0,0.05,10,max_25%_D5_R2.0_T0.05_H10,229.2,-24.3,2.9,770,52.5
268.8,-34.4,2.46,691.0,48.4,max_15%,4,1.5,0.05,10,max_15%_D4_R1.5_T0.05_H10,341.4,-28.1,2.9,1289,49.7
312.4,-29.3,2.85,602.0,50.1,max_20%,4,2.0,0.05,10,max_20%_D4_R2.0_T0.05_H10,311.6,-29.1,2.89,1147,49.0
536.2,-29.0,3.26,651.0,53.3,min_15%,3,1.0,0.05,5,min_15%_D3_R1.0_T0.05_H5,323.9,-33.5,2.89,1000,52.7
872.6,-36.9,3.25,997.0,48.1,max_25%,3,2.0,0.05,10,max_25%_D3_R2.0_T0.05_H10,384.4,-40.1,2.89,1800,47.3
255.8,-23.0,2.66,545.0,52.0,max_25%,5,1.5,0.05,7,max_25%_D5_R1.5_T0.05_H7,329.4,-26.4,2.88,1012,53.3
347.4,-23.7,2.72,447.0,51.2,min_10%,5,1.5,0.05,7,min_10%_D5_R1.5_T0.05_H7,372.5,-20.7,2.88,749,53.0
658.3,-32.6,3.11,963.0,49.0,min_5%,3,2.0,0.05,7,min_5%_D3_R2.0_T0.05_H7,353.3,-36.0,2.88,1690,48.8
270.8,-28.4,2.45,403.0,49.5,10-15%,3,2.0,0.05,10,10-15%_D3_R2.0_T0.05_H10,284.7,-27.3,2.87,744,50.9
161.0,-8.2,2.83,187.0,65.6,20-25%,4,1.0,0.03,5,20-25%_D4_R1.0_T0.03_H5,184.1,-8.3,2.87,288,65.3
714.1,-30.8,3.29,1052.0,49.3,no_filter,3,2.0,0.05,7,no_filter_D3_R2.0_T0.05_H7,346.5,-35.7,2.86,1846,49.0
94.2,-11.9,2.81,380.0,53.2,5-10%,4,1.5,0.02,7,5-10%_D4_R1.5_T0.02_H7,105.5,-16.4,2.86,750,49.6
117.3,-4.7,2.77,136.0,74.6,20-25%,4,1.5,0.02,5,20-25%_D4_R1.5_T0.02_H5,138.7,-3.3,2.86,228,74.6
431.4,-24.3,2.93,673.0,50.6,min_10%,3,2.0,0.05,7,min_10%_D3_R2.0_T0.05_H7,318.0,-29.4,2.85,1125,50.6
770.3,-40.4,3.17,956.0,48.2,max_20%,3,2.0,0.05,10,max_20%_D3_R2.0_T0.05_H10,365.6,-42.9,2.85,1745,47.3
549.6,-28.8,3.04,515.0,51.2,min_15%,4,1.0,0.05,10,min_15%_D4_R1.0_T0.05_H10,368.1,-31.8,2.84,788,49.6
176.0,-8.2,2.81,187.0,65.6,20-25%,4,1.0,0.03,10,20-25%_D4_R1.0_T0.03_H10,206.2,-8.3,2.84,288,65.3
124.4,-16.0,2.43,254.0,51.9,10-15%,4,2.0,0.03,10,10-15%_D4_R2.0_T0.03_H10,166.7,-12.4,2.84,477,50.9
86.5,-7.8,2.65,308.0,51.6,0-5%,3,1.5,0.02,7,0-5%_D3_R1.5_T0.02_H7,98.1,-8.5,2.84,613,48.9
199.3,-38.3,2.26,552.0,48.9,10-15%,3,1.5,0.05,7,10-15%_D3_R1.5_T0.05_H7,260.2,-29.8,2.83,990,51.2
147.1,-4.7,2.94,175.0,72.6,20-25%,3,1.5,0.02,7,20-25%_D3_R1.5_T0.02_H7,160.4,-5.1,2.83,298,68.5
206.1,-21.7,2.57,486.0,50.1,min_10%,4,2.0,0.05,5,min_10%_D4_R2.0_T0.05_H5,231.5,-23.3,2.82,815,51.5
89.3,-7.6,2.67,308.0,51.6,0-5%,3,1.5,0.02,10,0-5%_D3_R1.5_T0.02_H10,100.7,-8.4,2.82,613,48.6
754.7,-41.0,3.13,1598.0,47.8,max_20%,3,1.0,0.05,5,max_20%_D3_R1.0_T0.05_H5,298.5,-38.5,2.82,2680,46.6
91.9,-11.6,2.29,238.0,52.0,10-15%,5,1.5,0.03,7,10-15%_D5_R1.5_T0.03_H7,138.7,-15.4,2.82,455,52.5
693.0,-28.9,3.2,651.0,52.6,min_15%,3,1.0,0.05,7,min_15%_D3_R1.0_T0.05_H7,379.7,-32.4,2.82,1000,51.5
147.0,-4.7,2.93,175.0,72.6,20-25%,3,1.5,0.02,10,20-25%_D3_R1.5_T0.02_H10,160.1,-5.1,2.82,298,68.5
121.2,-9.7,2.65,165.0,62.4,15-20%,5,1.5,0.03,5,15-20%_D5_R1.5_T0.03_H5,124.5,-8.5,2.82,294,60.9
174.2,-8.2,2.8,187.0,65.6,20-25%,4,1.0,0.03,7,20-25%_D4_R1.0_T0.03_H7,203.0,-8.3,2.81,288,65.3
714.1,-40.8,3.07,846.0,48.0,max_15%,3,2.0,0.05,10,max_15%_D3_R2.0_T0.05_H10,349.2,-45.7,2.81,1578,47.7
136.3,-21.8,2.56,369.0,54.7,max_20%,5,2.0,0.05,7,max_20%_D5_R2.0_T0.05_H7,173.4,-25.1,2.81,717,55.5
89.6,-12.6,2.7,336.0,54.1,5-10%,5,1.0,0.02,10,5-10%_D5_R1.0_T0.02_H10,108.7,-18.0,2.8,676,49.6
149.7,-23.5,2.06,358.0,46.7,10-15%,5,1.0,0.05,10,10-15%_D5_R1.0_T0.05_H10,235.3,-19.0,2.8,650,52.6
340.1,-32.1,2.86,1138.0,49.0,max_25%,4,1.0,0.05,5,max_25%_D4_R1.0_T0.05_H5,257.4,-36.9,2.79,1980,48.2
81.1,-12.9,2.7,336.0,54.9,5-10%,5,1.0,0.02,5,5-10%_D5_R1.0_T0.02_H5,93.9,-17.4,2.79,676,50.4
199.9,-25.6,2.67,709.0,53.8,max_20%,5,1.0,0.05,5,max_20%_D5_R1.0_T0.05_H5,211.5,-24.4,2.78,1297,52.9
288.4,-33.9,2.86,852.0,49.7,max_25%,4,1.5,0.05,7,max_25%_D4_R1.5_T0.05_H7,245.7,-37.6,2.78,1525,50.1
605.9,-36.5,3.15,1209.0,48.4,min_5%,3,1.5,0.05,5,min_5%_D3_R1.5_T0.05_H5,307.7,-40.7,2.77,2049,46.5
157.8,-18.8,2.54,498.0,54.8,max_20%,5,1.5,0.05,5,max_20%_D5_R1.5_T0.05_H5,183.5,-18.0,2.77,946,52.9
81.6,-11.8,2.76,380.0,53.7,5-10%,4,1.5,0.02,5,5-10%_D4_R1.5_T0.02_H5,84.8,-16.4,2.77,750,50.4
750.1,-48.7,2.95,1264.0,47.2,max_10%,3,1.0,0.05,10,max_10%_D3_R1.0_T0.05_H10,477.1,-53.9,2.77,2237,47.1
86.9,-11.4,2.2,238.0,51.9,10-15%,5,1.5,0.03,5,10-15%_D5_R1.5_T0.03_H5,129.6,-15.4,2.76,455,52.3
120.9,-4.7,2.71,136.0,74.6,20-25%,4,1.5,0.02,7,20-25%_D4_R1.5_T0.02_H7,145.0,-3.3,2.76,228,74.6
175.0,-33.1,2.12,531.0,49.7,10-15%,4,1.0,0.05,7,10-15%_D4_R1.0_T0.05_H7,234.5,-30.7,2.76,941,52.7
136.9,-22.2,2.57,403.0,53.0,max_25%,5,2.0,0.05,7,max_25%_D5_R2.0_T0.05_H7,168.8,-23.3,2.76,770,54.3
216.3,-24.4,2.75,646.0,50.9,max_25%,4,2.0,0.05,7,max_25%_D4_R2.0_T0.05_H7,213.8,-26.4,2.75,1206,51.6
229.0,-26.0,2.8,450.0,55.5,15-20%,3,1.0,0.05,5,15-20%_D3_R1.0_T0.05_H5,173.3,-25.3,2.75,724,54.0
126.0,-18.5,2.65,488.0,50.0,max_15%,4,2.0,0.03,5,max_15%_D4_R2.0_T0.03_H5,145.2,-18.5,2.75,960,48.9
77.9,-3.3,2.58,116.0,73.7,15-20%,5,2.0,0.02,5,15-20%_D5_R2.0_T0.02_H5,70.3,-3.2,2.75,205,69.8
85.7,-12.8,2.67,336.0,53.9,5-10%,5,1.0,0.02,7,5-10%_D5_R1.0_T0.02_H7,100.8,-17.9,2.75,676,49.3
376.1,-28.3,3.0,515.0,53.2,min_15%,4,1.0,0.05,5,min_15%_D4_R1.0_T0.05_H5,258.6,-30.3,2.75,788,53.4
167.6,-17.3,2.81,624.0,49.7,0-5%,3,1.0,0.03,5,0-5%_D3_R1.0_T0.03_H5,157.7,-15.4,2.75,1189,47.4
121.0,-4.7,2.71,136.0,74.6,20-25%,4,1.5,0.02,10,20-25%_D4_R1.5_T0.02_H10,145.1,-3.3,2.75,228,74.6
249.4,-33.0,2.69,798.0,49.8,max_20%,4,1.5,0.05,7,max_20%_D4_R1.5_T0.05_H7,226.8,-33.4,2.75,1454,50.4
216.1,-19.4,2.5,328.0,49.0,min_10%,5,2.0,0.05,10,min_10%_D5_R2.0_T0.05_H10,220.1,-18.8,2.74,558,51.3
765.8,-39.6,3.26,1292.0,49.1,max_25%,3,1.5,0.05,7,max_25%_D3_R1.5_T0.05_H7,318.1,-44.9,2.74,2241,48.7
124.5,-20.5,2.38,233.0,57.0,15-20%,5,1.0,0.05,5,15-20%_D5_R1.0_T0.05_H5,149.1,-18.1,2.73,392,59.9
80.8,-3.3,2.59,116.0,73.3,15-20%,5,2.0,0.02,10,15-20%_D5_R2.0_T0.02_H10,72.5,-3.2,2.73,205,68.8
80.6,-3.3,2.59,116.0,73.3,15-20%,5,2.0,0.02,7,15-20%_D5_R2.0_T0.02_H7,72.0,-3.2,2.73,205,68.8
160.3,-22.1,2.46,233.0,55.6,15-20%,5,1.0,0.05,10,15-20%_D5_R1.0_T0.05_H10,196.6,-18.7,2.72,392,56.4
128.3,-9.7,2.57,165.0,62.2,15-20%,5,1.5,0.03,7,15-20%_D5_R1.5_T0.03_H7,128.5,-8.5,2.71,294,60.2
455.7,-28.9,3.0,515.0,52.2,min_15%,4,1.0,0.05,7,min_15%_D4_R1.0_T0.05_H7,294.8,-32.0,2.71,788,51.6
298.1,-22.6,2.79,673.0,49.8,min_10%,3,2.0,0.05,5,min_10%_D3_R2.0_T0.05_H5,246.2,-26.1,2.71,1125,48.7
109.9,-25.9,1.89,371.0,51.1,10-15%,4,1.5,0.05,7,10-15%_D4_R1.5_T0.05_H7,195.9,-18.5,2.7,682,55.1
211.8,-25.5,2.92,679.0,48.5,5-10%,3,1.5,0.03,10,5-10%_D3_R1.5_T0.03_H10,175.9,-31.8,2.7,1248,47.8
172.3,-18.6,2.6,450.0,53.4,no_filter,5,2.0,0.05,5,no_filter_D5_R2.0_T0.05_H5,175.3,-19.9,2.7,819,53.0
662.3,-43.2,3.12,1243.0,48.9,max_20%,3,1.5,0.05,7,max_20%_D3_R1.5_T0.05_H7,297.4,-45.2,2.7,2175,48.6
97.9,-16.0,2.34,254.0,52.2,10-15%,4,2.0,0.03,7,10-15%_D4_R2.0_T0.03_H7,135.9,-12.4,2.7,477,50.9
295.6,-33.2,2.68,1086.0,48.9,max_20%,4,1.0,0.05,5,max_20%_D4_R1.0_T0.05_H5,230.2,-35.5,2.69,1916,48.2
193.7,-23.1,2.73,341.0,54.4,15-20%,4,1.0,0.05,10,15-20%_D4_R1.0_T0.05_H10,183.9,-23.5,2.69,563,51.5
134.1,-9.7,2.61,165.0,62.2,15-20%,5,1.5,0.03,10,15-20%_D5_R1.5_T0.03_H10,136.4,-8.5,2.69,294,60.2
173.8,-20.3,2.74,607.0,48.5,5-10%,4,1.0,0.03,10,5-10%_D4_R1.0_T0.03_H10,183.5,-28.1,2.68,1147,46.2
201.6,-25.6,3.06,868.0,49.2,max_10%,3,1.5,0.03,5,max_10%_D3_R1.5_T0.03_H5,145.8,-27.2,2.67,1585,47.6
731.7,-35.3,3.34,1343.0,49.0,no_filter,3,1.5,0.05,5,no_filter_D3_R1.5_T0.05_H5,273.1,-41.4,2.67,2282,46.7
250.6,-26.1,2.78,760.0,52.8,max_25%,5,1.0,0.05,5,max_25%_D5_R1.0_T0.05_H5,225.4,-27.1,2.67,1364,51.7
271.5,-25.9,2.86,403.0,53.7,min_15%,4,1.5,0.05,5,min_15%_D4_R1.5_T0.05_H5,199.7,-23.7,2.66,640,54.2
135.6,-21.7,2.36,233.0,56.5,15-20%,5,1.0,0.05,7,15-20%_D5_R1.0_T0.05_H7,156.5,-18.9,2.66,392,57.9
